datetimeobject,variable,value
2020-05-25,20d,1550.5
2020-05-26,20d,1479.5
2020-05-27,20d,1442.0
2020-05-28,20d,1402.0
2020-05-29,20d,1389.0
2020-05-30,20d,1389.0
2020-05-31,20d,1389.0
2020-06-01,20d,1348.25
2020-06-02,20d,1327.5
2020-06-03,20d,1319.75
2020-06-04,20d,1249.0
2020-06-05,20d,1249.0
2020-06-06,20d,1249.0
2020-06-07,20d,1249.0
2020-06-08,20d,1190.75
2020-06-09,20d,1089.75
2020-06-10,20d,1008.25
2020-06-11,20d,967.0
2020-06-12,20d,936.5
2020-06-13,20d,936.5
2020-06-14,20d,936.5
2020-06-15,20d,936.5
2020-06-16,20d,905.75
2020-06-17,20d,898.0
2020-06-18,20d,890.5
2020-06-19,20d,885.75
2020-06-20,20d,885.75
2020-06-21,20d,885.75
2020-06-22,20d,838.5
2020-06-23,20d,784.75
2020-06-24,20d,768.25
2020-06-25,20d,768.25
2020-06-26,20d,768.25
2020-06-27,20d,768.25
2020-06-28,20d,768.25
2020-06-29,20d,738.5
2020-06-30,20d,725.25
2020-07-01,20d,712.0
2020-07-02,20d,705.0
2020-07-03,20d,705.0
2020-07-04,20d,705.0
2020-07-05,20d,705.0
2020-07-06,20d,701.75
2020-07-07,20d,701.75
2020-07-08,20d,702.75
2020-07-09,20d,712.0
2020-07-10,20d,756.5
2020-07-11,20d,781.25
2020-07-12,20d,781.25
2020-07-13,20d,781.25
2020-07-14,20d,781.25
2020-07-15,20d,781.25
2020-07-16,20d,855.0
2020-07-17,20d,860.25
2020-07-18,20d,868.25
2020-07-19,20d,868.25
2020-07-20,20d,868.25
2020-07-21,20d,878.25
2020-07-22,20d,903.25
2020-07-23,20d,929.25
2020-07-24,20d,956.75
2020-07-25,20d,989.75
2020-07-26,20d,989.75
2020-07-27,20d,1037.25
2020-01-22,21d,
2020-01-23,21d,
2020-01-24,21d,
2020-01-25,21d,
2020-01-26,21d,
2020-01-27,21d,
2020-01-28,21d,
2020-01-29,21d,
2020-01-30,21d,
2020-01-31,21d,
2020-02-01,21d,
2020-02-02,21d,
2020-02-03,21d,
2020-02-04,21d,
2020-02-05,21d,
2020-02-06,21d,
2020-02-07,21d,
2020-02-08,21d,
2020-02-09,21d,
2020-02-10,21d,
2020-02-11,21d,0.0
2020-02-12,21d,0.0
2020-02-13,21d,0.0
2020-02-14,21d,0.0
2020-02-15,21d,0.0
2020-02-16,21d,0.0
2020-02-17,21d,0.0
2020-02-18,21d,0.0
2020-02-19,21d,0.0
2020-02-20,21d,0.0
2020-02-21,21d,0.0
2020-02-22,21d,0.0
2020-02-23,21d,0.0
2020-02-24,21d,0.0
2020-02-25,21d,0.0
2020-02-26,21d,0.0
2020-02-27,21d,0.0
2020-02-28,21d,0.0
2020-02-29,21d,0.0
2020-03-01,21d,0.0
2020-03-02,21d,0.0
2020-03-03,21d,1.0
2020-03-04,21d,2.0
2020-03-05,21d,2.0
2020-03-06,21d,2.0
2020-03-07,21d,2.0
2020-03-08,21d,3.0
2020-03-09,21d,3.0
2020-03-10,21d,3.0
2020-03-11,21d,3.0
2020-03-12,21d,4.0
2020-03-13,21d,4.0
2020-03-14,21d,4.0
2020-03-15,21d,4.0
2020-03-16,21d,6.0
2020-03-17,21d,6.0
2020-03-18,21d,8.0
2020-03-19,21d,9.0
2020-03-20,21d,15.0
2020-03-21,21d,21.0
2020-03-22,21d,22.0
2020-03-23,21d,31.0
2020-03-24,21d,46.0
2020-03-25,21d,61.0
2020-03-26,21d,68.0
2020-03-27,21d,97.0
2020-03-28,21d,143.0
2020-03-29,21d,231.0
2020-03-30,21d,232.0
2020-03-31,21d,311.0
2020-04-01,21d,401.0
2020-04-02,21d,516.0
2020-04-03,21d,519.0
2020-04-04,21d,577.0
2020-04-05,21d,861.0
2020-04-06,21d,988.0
2020-04-07,21d,1149.0
2020-04-08,21d,1254.0
2020-04-09,21d,1259.0
2020-04-10,21d,1285.0
2020-04-11,21d,1440.0
2020-04-12,21d,1630.0
2020-04-13,21d,1630.0
2020-04-14,21d,1944.0
2020-04-15,21d,1956.0
2020-04-16,21d,1972.0
2020-04-17,21d,1982.0
2020-04-18,21d,1982.0
2020-04-19,21d,1982.0
2020-04-20,21d,1982.0
2020-04-21,21d,2055.0
2020-04-22,21d,2065.0
2020-04-23,21d,2065.0
2020-04-24,21d,2065.0
2020-04-25,21d,2065.0
2020-04-26,21d,2065.0
2020-04-27,21d,2065.0
2020-04-28,21d,2065.0
2020-04-29,21d,2077.0
2020-04-30,21d,2117.0
2020-05-01,21d,2117.0
2020-05-02,21d,2117.0
2020-05-03,21d,2117.0
2020-05-04,21d,2117.0
2020-05-05,21d,2117.0
2020-05-06,21d,2077.0
2020-05-07,21d,2077.0
2020-05-08,21d,2065.0
2020-05-09,21d,2065.0
2020-05-10,21d,2065.0
2020-05-11,21d,2065.0
2020-05-12,21d,2042.0
2020-05-13,21d,1932.0
2020-05-14,21d,1932.0
2020-05-15,21d,1932.0
2020-05-16,21d,1932.0
2020-05-17,21d,1932.0
2020-05-18,21d,1932.0
2020-05-19,21d,1871.0
2020-05-20,21d,1779.0
2020-05-21,21d,1753.0
2020-05-22,21d,1696.0
2020-05-23,21d,1696.0
2020-05-24,21d,1696.0
2020-05-25,21d,1696.0
2020-05-26,21d,1502.0
2020-05-27,21d,1472.0
2020-05-28,21d,1432.0
2020-05-29,21d,1392.0
2020-05-30,21d,1388.0
2020-05-31,21d,1388.0
2020-06-01,21d,1388.0
2020-06-02,21d,1335.0
2020-06-03,21d,1325.0
2020-06-04,21d,1318.0
2020-06-05,21d,1226.0
2020-06-06,21d,1226.0
2020-06-07,21d,1226.0
2020-06-08,21d,1226.0
2020-06-09,21d,1179.0
2020-06-10,21d,1060.0
2020-06-11,21d,991.0
2020-06-12,21d,959.0
2020-06-13,21d,929.0
2020-06-14,21d,929.0
2020-06-15,21d,929.0
2020-06-16,21d,929.0
2020-06-17,21d,898.0
2020-06-18,21d,898.0
2020-06-19,21d,888.0
2020-06-20,21d,885.0
2020-06-21,21d,885.0
2020-06-22,21d,885.0
2020-06-23,21d,823.0
2020-06-24,21d,772.0
2020-06-25,21d,772.0
2020-06-26,21d,767.0
2020-06-27,21d,767.0
2020-06-28,21d,767.0
2020-06-29,21d,767.0
2020-06-30,21d,729.0
2020-07-01,21d,724.0
2020-07-02,21d,708.0
2020-07-03,21d,704.0
2020-07-04,21d,704.0
2020-07-05,21d,704.0
2020-07-06,21d,704.0
2020-07-07,21d,704.0
2020-07-08,21d,704.0
2020-07-09,21d,708.0
2020-07-10,21d,724.0
2020-07-11,21d,757.0
2020-07-12,21d,757.0
2020-07-13,21d,757.0
2020-07-14,21d,757.0
2020-07-15,21d,854.0
2020-07-16,21d,854.0
2020-07-17,21d,858.0
2020-07-18,21d,867.0
2020-07-19,21d,867.0
2020-07-20,21d,867.0
2020-07-21,21d,872.0
2020-07-22,21d,897.0
2020-07-23,21d,922.0
2020-07-24,21d,951.0
2020-07-25,21d,974.0
2020-07-26,21d,974.0
2020-07-27,21d,1037.0
2020-01-22,deathIncrease,0.0
2020-01-23,deathIncrease,0.0
2020-01-24,deathIncrease,0.0
2020-01-25,deathIncrease,0.0
2020-01-26,deathIncrease,0.0
2020-01-27,deathIncrease,0.0
2020-01-28,deathIncrease,0.0
2020-01-29,deathIncrease,0.0
2020-01-30,deathIncrease,0.0
2020-01-31,deathIncrease,0.0
2020-02-01,deathIncrease,0.0
2020-02-02,deathIncrease,0.0
2020-02-03,deathIncrease,0.0
2020-02-04,deathIncrease,0.0
2020-02-05,deathIncrease,0.0
2020-02-06,deathIncrease,0.0
2020-02-07,deathIncrease,0.0
2020-02-08,deathIncrease,0.0
2020-02-09,deathIncrease,0.0
2020-02-10,deathIncrease,0.0
2020-02-11,deathIncrease,0.0
2020-02-12,deathIncrease,0.0
2020-02-13,deathIncrease,0.0
2020-02-14,deathIncrease,0.0
2020-02-15,deathIncrease,0.0
2020-02-16,deathIncrease,0.0
2020-02-17,deathIncrease,0.0
2020-02-18,deathIncrease,0.0
2020-02-19,deathIncrease,0.0
2020-02-20,deathIncrease,0.0
2020-02-21,deathIncrease,0.0
2020-02-22,deathIncrease,0.0
2020-02-23,deathIncrease,0.0
2020-02-24,deathIncrease,0.0
2020-02-25,deathIncrease,0.0
2020-02-26,deathIncrease,2.0
2020-02-27,deathIncrease,0.0
2020-02-28,deathIncrease,2.0
2020-02-29,deathIncrease,1.0
2020-03-01,deathIncrease,3.0
2020-03-02,deathIncrease,3.0
2020-03-03,deathIncrease,3.0
2020-03-04,deathIncrease,2.0
2020-03-05,deathIncrease,4.0
2020-03-06,deathIncrease,6.0
2020-03-07,deathIncrease,1.0
2020-03-08,deathIncrease,4.0
2020-03-09,deathIncrease,4.0
2020-03-10,deathIncrease,2.0
2020-03-11,deathIncrease,6.0
2020-03-12,deathIncrease,8.0
2020-03-13,deathIncrease,4.0
2020-03-14,deathIncrease,9.0
2020-03-15,deathIncrease,15.0
2020-03-16,deathIncrease,21.0
2020-03-17,deathIncrease,22.0
2020-03-18,deathIncrease,31.0
2020-03-19,deathIncrease,46.0
2020-03-20,deathIncrease,68.0
2020-03-21,deathIncrease,61.0
2020-03-22,deathIncrease,143.0
2020-03-23,deathIncrease,97.0
2020-03-24,deathIncrease,231.0
2020-03-25,deathIncrease,232.0
2020-03-26,deathIncrease,311.0
2020-03-27,deathIncrease,401.0
2020-03-28,deathIncrease,519.0
2020-03-29,deathIncrease,516.0
2020-03-30,deathIncrease,577.0
2020-03-31,deathIncrease,861.0
2020-04-01,deathIncrease,988.0
2020-04-02,deathIncrease,1149.0
2020-04-03,deathIncrease,1259.0
2020-04-04,deathIncrease,1440.0
2020-04-05,deathIncrease,1285.0
2020-04-06,deathIncrease,1254.0
2020-04-07,deathIncrease,1956.0
2020-04-08,deathIncrease,1944.0
2020-04-09,deathIncrease,1972.0
2020-04-10,deathIncrease,2055.0
2020-04-11,deathIncrease,1982.0
2020-04-12,deathIncrease,1630.0
2020-04-13,deathIncrease,1572.0
2020-04-14,deathIncrease,2287.0
2020-04-15,deathIncrease,2486.0
2020-04-16,deathIncrease,2141.0
2020-04-17,deathIncrease,2077.0
2020-04-18,deathIncrease,1837.0
2020-04-19,deathIncrease,1733.0
2020-04-20,deathIncrease,1765.0
2020-04-21,deathIncrease,2429.0
2020-04-22,deathIncrease,2065.0
2020-04-23,deathIncrease,1764.0
2020-04-24,deathIncrease,1865.0
2020-04-25,deathIncrease,1714.0
2020-04-26,deathIncrease,1188.0
2020-04-27,deathIncrease,1237.0
2020-04-28,deathIncrease,2042.0
2020-04-29,deathIncrease,2692.0
2020-04-30,deathIncrease,2117.0
2020-05-01,deathIncrease,1753.0
2020-05-02,deathIncrease,1541.0
2020-05-03,deathIncrease,1206.0
2020-05-04,deathIncrease,1012.0
2020-05-05,deathIncrease,2445.0
2020-05-06,deathIncrease,1932.0
2020-05-07,deathIncrease,2740.0
2020-05-08,deathIncrease,1779.0
2020-05-09,deathIncrease,1432.0
2020-05-10,deathIncrease,1024.0
2020-05-11,deathIncrease,887.0
2020-05-12,deathIncrease,1472.0
2020-05-13,deathIncrease,1696.0
2020-05-14,deathIncrease,1871.0
2020-05-15,deathIncrease,1502.0
2020-05-16,deathIncrease,984.0
2020-05-17,deathIncrease,846.0
2020-05-18,deathIncrease,844.0
2020-05-19,deathIncrease,1325.0
2020-05-20,deathIncrease,1392.0
2020-05-21,deathIncrease,1388.0
2020-05-22,deathIncrease,1335.0
2020-05-23,deathIncrease,1060.0
2020-05-24,deathIncrease,678.0
2020-05-25,deathIncrease,555.0
2020-05-26,deathIncrease,640.0
2020-05-27,deathIncrease,1318.0
2020-05-28,deathIncrease,1226.0
2020-05-29,deathIncrease,1179.0
2020-05-30,deathIncrease,929.0
2020-05-31,deathIncrease,649.0
2020-06-01,deathIncrease,665.0
2020-06-02,deathIncrease,959.0
2020-06-03,deathIncrease,991.0
2020-06-04,deathIncrease,888.0
2020-06-05,deathIncrease,823.0
2020-06-06,deathIncrease,727.0
2020-06-07,deathIncrease,446.0
2020-06-08,deathIncrease,660.0
2020-06-09,deathIncrease,898.0
2020-06-10,deathIncrease,885.0
2020-06-11,deathIncrease,898.0
2020-06-12,deathIncrease,772.0
2020-06-13,deathIncrease,691.0
2020-06-14,deathIncrease,355.0
2020-06-15,deathIncrease,380.0
2020-06-16,deathIncrease,729.0
2020-06-17,deathIncrease,767.0
2020-06-18,deathIncrease,704.0
2020-06-19,deathIncrease,655.0
2020-06-20,deathIncrease,628.0
2020-06-21,deathIncrease,292.0
2020-06-22,deathIncrease,283.0
2020-06-23,deathIncrease,708.0
2020-06-24,deathIncrease,724.0
2020-06-25,deathIncrease,2501.0
2020-06-26,deathIncrease,636.0
2020-06-27,deathIncrease,509.0
2020-06-28,deathIncrease,271.0
2020-06-29,deathIncrease,330.0
2020-06-30,deathIncrease,596.0
2020-07-01,deathIncrease,701.0
2020-07-02,deathIncrease,697.0
2020-07-03,deathIncrease,597.0
2020-07-04,deathIncrease,306.0
2020-07-05,deathIncrease,209.0
2020-07-06,deathIncrease,242.0
2020-07-07,deathIncrease,922.0
2020-07-08,deathIncrease,897.0
2020-07-09,deathIncrease,867.0
2020-07-10,deathIncrease,854.0
2020-07-11,deathIncrease,757.0
2020-07-12,deathIncrease,476.0
2020-07-13,deathIncrease,327.0
2020-07-14,deathIncrease,736.0
2020-07-15,deathIncrease,858.0
2020-07-16,deathIncrease,974.0
2020-07-17,deathIncrease,951.0
2020-07-18,deathIncrease,872.0
2020-07-19,deathIncrease,526.0
2020-07-20,deathIncrease,362.0
2020-07-21,deathIncrease,1038.0
2020-07-22,deathIncrease,1117.0
2020-07-23,deathIncrease,1039.0
2020-07-24,deathIncrease,1178.0
2020-07-25,deathIncrease,1037.0
2020-07-26,deathIncrease,558.0
2020-07-27,deathIncrease,1059.0
